vocab_item	vocab_index
EC:1.-.-.-	0
EC:1.1.-.-	1
EC:1.1.1.-	2
EC:1.1.1.1	3
EC:1.1.1.10	4
EC:1.1.1.100	5
EC:1.1.1.101	6
EC:1.1.1.102	7
EC:1.1.1.103	8
EC:1.1.1.105	9
EC:1.1.1.107	10
EC:1.1.1.108	11
EC:1.1.1.11	12
EC:1.1.1.112	13
EC:1.1.1.116	14
EC:1.1.1.117	15
EC:1.1.1.119	16
EC:1.1.1.12	17
EC:1.1.1.120	18
EC:1.1.1.122	19
EC:1.1.1.127	20
EC:1.1.1.130	21
EC:1.1.1.132	22
EC:1.1.1.133	23
EC:1.1.1.135	24
EC:1.1.1.136	25
EC:1.1.1.138	26
EC:1.1.1.14	27
EC:1.1.1.140	28
EC:1.1.1.141	29
EC:1.1.1.144	30
EC:1.1.1.145	31
EC:1.1.1.146	32
EC:1.1.1.149	33
EC:1.1.1.153	34
EC:1.1.1.156	35
EC:1.1.1.157	36
EC:1.1.1.159	37
EC:1.1.1.162	38
EC:1.1.1.163	39
EC:1.1.1.168	40
EC:1.1.1.169	41
EC:1.1.1.17	42
EC:1.1.1.170	43
EC:1.1.1.173	44
EC:1.1.1.175	45
EC:1.1.1.178	46
EC:1.1.1.179	47
EC:1.1.1.18	48
EC:1.1.1.181	49
EC:1.1.1.183	50
EC:1.1.1.184	51
EC:1.1.1.188	52
EC:1.1.1.189	53
EC:1.1.1.190	54
EC:1.1.1.191	55
EC:1.1.1.192	56
EC:1.1.1.193	57
EC:1.1.1.194	58
EC:1.1.1.195	59
EC:1.1.1.197	60
EC:1.1.1.2	61
EC:1.1.1.200	62
EC:1.1.1.201	63
EC:1.1.1.202	64
EC:1.1.1.203	65
EC:1.1.1.205	66
EC:1.1.1.206	67
EC:1.1.1.208	68
EC:1.1.1.209	69
EC:1.1.1.21	70
EC:1.1.1.210	71
EC:1.1.1.211	72
EC:1.1.1.215	73
EC:1.1.1.216	74
EC:1.1.1.218	75
EC:1.1.1.219	76
EC:1.1.1.22	77
EC:1.1.1.223	78
EC:1.1.1.225	79
EC:1.1.1.23	80
EC:1.1.1.233	81
EC:1.1.1.234	82
EC:1.1.1.236	83
EC:1.1.1.237	84
EC:1.1.1.239	85
EC:1.1.1.24	86
EC:1.1.1.243	87
EC:1.1.1.244	88
EC:1.1.1.247	89
EC:1.1.1.248	90
EC:1.1.1.25	91
EC:1.1.1.250	92
EC:1.1.1.251	93
EC:1.1.1.252	94
EC:1.1.1.255	95
EC:1.1.1.256	96
EC:1.1.1.257	97
EC:1.1.1.26	98
EC:1.1.1.261	99
EC:1.1.1.262	100
EC:1.1.1.263	101
EC:1.1.1.264	102
EC:1.1.1.265	103
